movie_id,title,tags
944,lethal weapon 4,combustible action franchise final installment maverick detectives martin riggs roger murtaugh square asian mobster wah sing ku neck slave trading counterfeit currency help gumshoe leo getz smart aleck rookie cop lee butters riggs murtaugh aim ku gang action adventure comedy crime thriller lapd houseonfire revolver melgibson dannyglover joepesci richarddonner
1927,hulk,bruce banner genetics researcher tragic past suffers massive radiation exposure laboratory causes transform raging green monster gets angry drama action sciencefiction california sanfrancisco monster general gun dna mutation psychology berkeley transformation frog president marvelcomic superhero goldengatebridge doctor fear scientist dog desert anger mirror phone military cell hulk superhumanstrength repressedmemory repression ericbana jenniferconnelly samelliott anglee
72559,g.i. joe: retaliation,framed crimes country joe team terminated presidential order forces joes fighting mortal enemy cobra forced contend threats government jeopardize existence adventure action sciencefiction thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra dwaynejohnson adriannepalicki
7364,sahara,scouring ocean depths treasure laden shipwrecks business usual thrill seeking underwater adventurer wisecracking buddy cross paths beautiful doctor find ultimate treasure hunt action adventure comedy drama mystery tyrant ironcladship matthewmcconaughey penélopecruz stevezahn breckeisner
2114,final fantasy: the spirits within,led strange dream scientist aki ross struggles collect spirits hope creating force powerful protect planet aid deep eyes squadron mentor dr sid aki save earth darkest hate unleash spirits adventure action animation fantasy sciencefiction thriller battleassignment dystopia alien downfall scientist basedonvideogame donaldsutherland ming nawen alecbaldwin hironobusakaguchi
1771,captain america: the first avenger,predominantly set world war ii steve rogers sickly man brooklyn transformed super soldier captain america aid war effort rogers stop red skull adolf hitler ruthless head weaponry leader organization intends use mysterious device untold powers world domination action adventure sciencefiction newyork usa worldwarii nazis marvelcomic superhero basedoncomicbook nazigermany perioddrama brooklynnewyorkcity captainamerica aftercreditsstinger marvelcinematicuniverse 3d chrisevans hugoweaving tommyleejones joejohnston
36643,the world is not enough,greed revenge world dominance high tech terrorism day work bond mission protect beautiful oil heiress notorious terrorist race time culminates dramatic submarine showdown bond works defuse international power struggle world oil supply hanging balance adventure action thriller british mission oil heiress bilbaospain britishsecretservice piercebrosnan sophiemarceau robertcarlyle michaelapted
8619,master and commander: the far side of the world,abrupt violent encounter french warship inflicts severe damage ship captain british royal navy begins chase oceans capture destroy enemy weigh commitment duty ferocious pursuit glory safety devoted crew including ship thoughtful surgeon best friend adventure naturalist frigate selfsurgery seabattle weevil russellcrowe paulbettany peterweir
50620,the twilight saga: breaking dawn - part 2,birth renesmee cullens gather vampire clans order protect child false allegation puts family volturi adventure fantasy drama romance vampire romance villainess superstrength imprinting crossbreed bloodsucker grudge vampirevsvampire chiefofpolice dhampir forkswashington wolfpack misinformation seeingthefuture fangvamp kristenstewart robertpattinson taylorlautner billcondon
65759,happy feet two,mumble penguin problem son erik reluctant dance encounters mighty sven penguin fly things worse mumble world shaken powerful forces causing brings penguin nations allies set things right animation comedy family penguin musical aftercreditsstinger 3d elijahwood robinwilliams pink georgemiller
1724,the incredible hulk,scientist bruce banner scours planet antidote unbridled force rage hulk military masterminds dream exploiting powers force civilization finds coming face face new deadly foe sciencefiction action adventure newyork riodejaneiro marvelcomic superhero basedoncomicbook ontherun fugitive supersoldier tonystark virginia military hulk marvelcinematicuniverse angry brucebanner edwardnorton livtyler timroth louisleterrier
267935,the bfg,bfg ordinary bone crunching giant far nice jumbly lucky sophie carried middle night bloodbottler giants bfg soon breakfast sophie hears giants flush bunking england swollomp nice little chiddlers decides stop bfg going help adventure family fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother rubybarnhill markrylance rebeccahall stevenspielberg
281957,the revenant,1820s frontiersman hugh glass sets path vengeance left dead bear mauling western drama adventure thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper leonardodicaprio tomhardy willpoulter alejandrogonzáleziñárritu
77950,turbo,tale ordinary garden snail dreams winning indy 500 animation family underdog carrace dream speed power snail fast friends superpower racer ryanreynolds paulgiamatti michaelpeña davidsoren
44896,rango,rango lost family pet accidentally winds gritty gun slinging town dirt courageous lizard suddenly finds stands welcomed hope town waiting new sheriff rango forced play new role hilt animation comedy family western adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment johnnydepp islafisher nedbeatty goreverbinski
270946,penguins of madagascar,skipper kowalski rico private join forces undercover organization north wind stop villainous dr octavius brine destroying world know family animation adventure comedy penguin madagascar 3d tommcgrath chrismiller christopherknights ericdarnell
2503,the bourne ultimatum,bourne brought hiding reporter simon ross trying unveil operation blackbriar upgrade project treadstone series newspaper columns information reporter stirs new set memories bourne finally uncover dark past dodging company best efforts eradicate action drama mystery thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak mattdamon juliastiles davidstrathairn paulgreengrass
9502,kung fu panda,valley peace threatened lazy po panda discovers destiny chosen trains kung fu hero transforming unsleek slacker brave warrior wo easy master shifu furious tigress crane mantis viper monkey try adventure animation family comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle jackblack dustinhoffman angelinajolie markosborne
102899,ant-man,armed astonishing ability shrink scale increase strength master thief scott lang embrace inner hero help mentor doctor hank pym protect secret spectacular ant man suit new generation towering threats seemingly insurmountable obstacles pym lang plan pull heist save world sciencefiction action adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d paulrudd michaeldouglas evangelinelilly peytonreed
101299,the hunger games: catching fire,katniss everdeen returned home safe winning 74th annual hunger games fellow tribute peeta mellark winning means turn leave family close friends embarking victor tour districts way katniss senses rebellion simmering capitol control president snow prepares 75th annual hunger games quarter quell competition change panem forever adventure action sciencefiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth francislawrence
228161,home,earth taken overly confident boov alien race search new place home humans promptly relocated boov busy reorganizing planet resourceful girl tip manages avoid capture finds accidental accomplice banished boov named oh fugitives realize lot stake intergalactic relations embark road trip lifetime fantasy comedy animation sciencefiction family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility jimparsons rihanna stevemartin timjohnson
74,war of the worlds,ray ferrier divorced dockworker perfect father soon ex wife new husband drop teenage son young daughter rare weekend visit strange powerful lightning storm touches adventure thriller sciencefiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation tomcruise dakotafanning mirandaotto stevenspielberg
8961,bad boys ii,control trash talking buddy cops marcus burnett mike lowrey miami narcotics task force reunite bullets fly cars crash laughs explode pursue whacked drug lord streets miami barrios cuba real fireworks result marcus discovers playboy mike secretly romancing marcus sexy sister adventure action comedy thriller crime miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield martinlawrence willsmith jordimollà michaelbay
417859,puss in boots,long met shrek notorious fighter lover outlaw puss boots hero sets adventure tough street smart kitty softpaws mastermind humpty dumpty save town true story cat myth legend boots action adventure animation family fantasy adventure fairy talefigure antoniobanderas salmahayek zachgalifianakis chrismiller
27576,salt,cia officer evelyn salt swore oath duty honor country loyalty tested defector accuses russian spy salt goes run skills years experience covert operative elude capture salt efforts prove innocence serve cast doubt motives hunt uncover truth identity continues question remains salt action mystery thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine angelinajolie lievschreiber chiwetelejiofor phillipnoyce
86834,noah,man suffers visions apocalyptic deluge takes measures protect family coming flood drama adventure bible god noah 3d russellcrowe jenniferconnelly emmawatson darrenaronofsky
17578,the adventures of tintin,intrepid young reporter tintin loyal dog snowy thrust world high adventure discover ship carrying explosive secret tintin drawn centuries old mystery ivan ivanovitch sakharine suspects stealing priceless treasure tintin snowy help salty cantankerous captain haddock bumbling detectives thompson amp thomson travel half world step ahead enemies tintin endeavors find unicorn sunken ship hold vast fortune ancient curse adventure animation mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action jamiebell andyserkis danielcraig stevenspielberg
673,harry potter and the prisoner of azkaban,harry ron hermione return hogwarts magic filled year harry comes face face danger time form escaped convict sirius black turns sympathetic professor lupin help adventure fantasy family flying traitor magic cuttingthecord childhero broom schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger danielradcliffe rupertgrint emmawatson alfonsocuarón
6972,australia,set northern australia world war ii english aristocrat inherits sprawling ranch reluctantly pacts stock man order protect new property takeover plot pair drive head cattle unforgiving landscape experience bombing darwin australia japanese forces firsthand drama missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath nicolekidman hughjackman essiedavis bazluhrmann
82700,after earth,thousand years cataclysmic events forced humanity escape earth nova prime mankind new home legendary general cypher raige returns extended tour duty estranged family ready father 13 year old son kitai asteroid storm damages cypher kitai craft crash land unfamiliar dangerous earth father lies dying cockpit kitai trek hostile terrain recover rescue beacon life kitai wanted soldier like father today gets chance sciencefiction action adventure dystopia jadensmith willsmith sophieokonedo
10567,dinosaur,orphaned dinosaur raised lemurs joins arduous trek sancturary meteorite shower destroys family home animation family cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes alfrewoodard ossiedavis ralphzondag
181533,night at the museum: secret of the tomb,magic powers tablet ahkmenrah begin die larry daley ben stiller spans globe uniting favorite new characters embarking epic quest save magic gone forever adventure comedy fantasy family nightwatchman museum naturalhistory history smithsonian benstiller ramimalek rebelwilson shawnlevy
38055,megamind,bumbling supervillain megamind finally defeats nemesis superhero metro man hero loses purpose find new meaning life animation action comedy family sciencefiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain willferrell bradpitt tinafey tommcgrath
671,harry potter and the philosopher's stone,harry potter lived stairs aunt uncle house life 11th birthday learns powerful wizard place waiting hogwarts school witchcraft wizardry learns harness newfound powers help school kindly headmaster harry uncovers truth parents deaths villain blame adventure fantasy family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel danielradcliffe rupertgrint emmawatson chriscolumbus
49524,r.i.p.d.,recently slain cop joins team undead police officers working rest peace department tries find man murdered based comic peter lenkov fantasy action comedy crime gold policeoperation partner revenge undead ghost policedepartment jeffbridges ryanreynolds kevinbacon robertschwentke
22,pirates of the caribbean: the curse of the black pearl,jack sparrow freewheeling 17th century pirate roams caribbean sea butts heads rival pirate bent pillaging village port royal governor daughter kidnapped sparrow decides help girl love save seafaring mission hardly simple adventure fantasy action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga johnnydepp geoffreyrush orlandobloom goreverbinski
131631,the hunger games: mockingjay - part 1,katniss everdeen reluctantly symbol mass rebellion autocratic capitol sciencefiction adventure thriller resistance post apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth francislawrence
591,the da vinci code,curator louvre found murdered famed museum hallowed halls harvard professor robert langdon cryptographer sophie neve untangle deadly web deceit involving works leonardo da vinci thriller mystery paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect tomhanks audreytautou ianmckellen ronhoward
172385,rio 2,jungle blu jewel kids hurtled rio de janeiro wilds amazon blu tries fit goes beak beak vengeful nigel meets fearsome adversary father law animation adventure comedy family bird sequel jungle audition amazonrainforest parrots jesseeisenberg annehathaway lesliemann carlossaldanha
36658,x2,professor charles xavier team genetically gifted superheroes face rising tide anti mutant sentiment led col william stryker storm wolverine jean grey join usual nemeses magneto mystique unhinge stryker scheme exterminate mutants adventure action sciencefiction thriller mutant marvelcomic superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen bryansinger
51497,fast five,cop brian partners ex con dom toretto opposite law brian mia toretto broke dom custody blown borders elude authorities backed corner rio de janeiro pull job order gain freedom action thriller crime brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger vindiesel paulwalker jordanabrewster justinlin
58574,sherlock holmes: a game of shadows,new criminal mastermind large professor moriarty holmes intellectual equal capacity evil lack conscience advantage detective adventure action crime mystery detectiveinspector steampunk criminalmastermind robertdowneyjr judelaw jaredharris guyritchie
18823,clash of the titans,born god raised man perseus helpless save family hades vengeful god underworld lose perseus volunteers lead dangerous mission defeat hades seize power zeus unleash hell earth battling unholy demons fearsome beasts perseus warriors survive perseus accepts power god defies fate creates destiny adventure fantasy action hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken gods ancientgreece basedongreekmyth 3d samworthington liamneeson ralphfiennes louisleterrier
861,total recall,construction worker douglas quaid discovers memory chip brain virtual reality trip finds past invented conceal plot planetary domination soon mars find planted chip action adventure sciencefiction oxygen falselyaccused resistance mars doublelife telepathy mutant hologram spacecolony falseidentity secretagent dystopia cyberpunk falsememory implantedmemory arnoldschwarzenegger sharonstone rachelticotin paulverhoeven
1911,the 13th warrior,ad 922 arab courtier ahmad ibn fadlan accompanies party vikings barbaric north combat terror slaughters vikings devours flesh adventure fantasy action witch cave arabian scandinavia bagdad viking iraq war mission antoniobanderas vladimirkulich dennisstorhøi johnmctiernan
49040,the bourne legacy,new cia operative aaron cross experiences life death stakes triggered previous actions jason bourne action thriller assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral jeremyrenner rachelweisz edwardnorton tonygilroy
415,batman & robin,crime fighting partner robin new recruit batgirl batman battles dual threat frosty genius mr freeze homicidal horticulturalist poison ivy freeze plans gotham city ice ivy tries drive wedge dynamic duo action crime fantasy doublelife dccomics dualidentity crimefighter fictionalplace gothamcity superhero creditcard superpowers georgeclooney arnoldschwarzenegger joelschumacher
8871,how the grinch stole christmas,inside snowflake exists magical land whoville whoville live s mutated sort munchkin like people s love christmas outside beloved whoville lives grinch grinch nasty creature hates christmas plots steal away s equally abhors small child cindy lou decides try befriending grinch family comedy fantasy holiday christmasparty newlove santaclaus village kidsandfamily jimcarrey taylormomsen jeffreytambor ronhoward
435,the day after tomorrow,years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning new ice age paleoclimatologist jack hall tries warn world shepherding safety son trapped new york city overwhelmed start new big freeze action adventure sciencefiction thriller savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie dennisquaid jakegyllenhaal emmyrossum rolandemmerich
955,mission: impossible ii,computer genius luther stickell beautiful thief mind agent ethan hunt races australia spain stop imf agent unleashing genetically engineered biological weapon called chimera mission hunt choose accept plunges center international crisis terrifying magnitude adventure action thriller terror spain cia helicopter secretidentity skyscraper undercover island ex lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory tomcruise dougrayscott thandienewton johnwoo
2133,the perfect storm,october 1991 confluence weather conditions combined form killer storm north atlantic caught storm sword fishing boat andrea gail magnificent foreshadowing anticipation fill true life drama minute details fishing boats gear weather juxtaposed sea adventure drama grocery jamaican meteorologist rescueboat marina cityhall theflemishcap malecamaraderie stormatsea georgeclooney markwahlberg dianelane wolfgangpetersen
1979,fantastic 4: rise of the silver surfer,fantastic return big screen new powerful enemy threatens earth seemingly unstoppable silver surfer old new enemies pose greater threat intrepid superheroes realize adventure fantasy action thriller fire helicopter surfboard mask satellite airplane transformation forest resurrection marvelcomic sequel superhero basedoncomicbook outerspace wedding explosion scientist interrogation doublecross fantasticfour military earthinperil superhumanstrength duringcreditsstinger invisibility silversurfer forcefield elasticity absorbingpower ioangruffudd jessicaalba chrisevans timstory
87827,life of pi,story indian boy named pi zookeeper son finds company hyena zebra orangutan bengal tiger shipwreck sets adrift pacific ocean adventure drama action ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal surajsharma irrfankhan ayushtandon anglee
1250,ghost rider,order save dying father young stunt cyclist johnny blaze sells soul mephistopheles sadly parts pure hearted roxanne simpson love life years later johnny path crosses roxanne getting reporter mephistopheles offers release johnny soul johnny fabled fiery ghost rider thriller action fantasy horror mephisto religionandsupernatural dyinganddeath ghostworld stunts flame basedoncomicbook nicolascage evamendes wesbentley markstevenjohnson
324668,jason bourne,dangerous operative cia drawn hiding uncover hidden truths past action thriller assassin amnesia flashback mattdamon aliciavikander tommyleejones paulgreengrass
9471,charlie's angels: full throttle,angels charged finding pair missing rings encoded personal information members witness protection program informants killed ladies target rogue agent responsible action adventure comedy robbery secretidentity secretagent camerondiaz drewbarrymore lucyliu mcg
70981,prometheus,team explorers discover clue origins mankind earth leading journey darkest corners universe fight terrifying battle save future human race sciencefiction adventure mystery android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife noomirapace michaelfassbender guypearce ridleyscott
10996,stuart little 2,stuart adorable white mouse lives happily adoptive family littles east manhattan central park crazy mouse adventures store stuart human brother george mischievous cat snowbell set rescue friend family adventure animation comedy mouse falcon bird friendship family geenadavis hughlaurie robminkoff
68724,elysium,year 2159 classes people exist wealthy live pristine man space station called elysium rest live overpopulated ruined earth secretary rhodes jodie foster hard line government ofﬁcial stop enforce anti immigration laws preserve luxurious lifestyle citizens elysium stop people earth trying means unlucky max matt damon backed corner agrees daunting mission successful save life bring equality polarized worlds sciencefiction action drama thriller dystopia spacestation classconflict mattdamon jodiefoster sharltocopley neillblomkamp
2789,the chronicles of riddick,years outrunning ruthless bounty hunters escaped convict riddick suddenly finds caught opposing forces fight future human race waging incredible battles fantastic deadly worlds lone reluctant hero emerge humanity champion hope universe edge annihilation action sciencefiction prison dystopia matteroflifeanddeath outerspace intergalactictravel vindiesel thandienewton karlurban davidtwohy
97020,robocop,robocop year 2028 multinational conglomerate omnicorp center robot technology overseas drones military years forbidden law enforcement america omnicorp wants bring controversial technology home golden opportunity alex murphy loving husband father good cop best stem tide crime corruption detroit critically injured omnicorp sees chance build man robot police officer omnicorp envisions robocop city billions shareholders counted thing man inside machine action sciencefiction cyborg future dystopia police remake violence detroit joelkinnaman garyoldman michaelkeaton josépadilha
7459,speed racer,speed racer tale young brilliant racing driver corruption racing leagues costs brother life team police mysterious racer x bring end corruption criminal activities inspired cartoon series action family sciencefiction carrace lossofbrother chimp family duringcreditsstinger womandirector emilehirsch christinaricci matthewfox lillywachowski
42888,how do you know,cut usa softball team feeling bit past prime lisa finds evaluating life middle love triangle corporate guy crisis competes current baseball playing beau comedy drama romance lovetriangle baseball athlete aftercreditsstinger reesewitherspoon paulrudd owenwilson
37834,knight and day,fugitive couple goes glamorous deadly adventure amid shifting alliances unexpected betrayals race globe survival ultimately hinging battle truth trust action comedy spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger tomcruise camerondiaz petersarsgaard jamesmangold
75612,oblivion,jack harper drone repairmen stationed earth massive operation extract vital resources decades war terrifying threat known scavs jack mission nearly complete existence brought crashing rescues beautiful stranger downed spacecraft arrival triggers chain events forces question knows puts fate humanity hands action sciencefiction adventure mystery spacecraft dystopia space drone imax humanvsalien tomcruise morganfreeman olgakurylenko josephkosinski
1895,star wars: episode iii - revenge of the sith,years onset clone wars noble jedi knights lead massive clone army galaxy wide battle separatists sinister sith unveil thousand year old plot rule galaxy republic crumbles ashes rises evil galactic empire jedi hero anakin skywalker seduced dark force emperor new apprentice darth vader jedi decimated obi wan kenobi jedi master yoda forced hiding hope galaxy anakin offspring twin children born secrecy grow heroes sciencefiction adventure action showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar ewanmcgregor natalieportman haydenchristensen georgelucas
1894,star wars: episode ii - attack of the clones,years invasion naboo galaxy brink civil war leadership renegade jedi named count dooku thousands solar systems threaten break away galactic republic assassination attempt senator padmé amidala queen naboo year old jedi apprentice anakin skywalker assigned protect course mission anakin discovers love padmé darker soon anakin padmé obi wan kenobi drawn heart separatist movement beginning clone wars adventure action sciencefiction senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda ewanmcgregor natalieportman haydenchristensen georgelucas
585,"monsters, inc.",james sullivan mike wazowski monsters earn living scaring children best business afraid children child accidentally enters world james mike suddenly find kids afraid uncover conspiracy threaten children world animation comedy family monster infant energysupply company rivalry hijinks bestfriend scream conveyorbelt energycompany friend johngoodman billycrystal marygibbs petedocter
76170,the wolverine,wolverine faces ultimate nemesis tests physical emotional mortal limits life changing voyage modern day japan action sciencefiction adventure fantasy japan samurai mutant worldwari marvelcomic superhero basedoncomicbook superhuman duringcreditsstinger hughjackman hiroyukisanada famkejanssen jamesmangold
1893,star wars: episode i - the phantom menace,anakin skywalker young slave strong force discovered tatooine evil sith returned enacting plot revenge jedi adventure action sciencefiction prophecy senate queen taskmaster galaxy apprentice taxes spaceopera liamneeson ewanmcgregor natalieportman georgelucas
49519,the croods,croods prehistoric comedy adventure follows world family embark journey lifetime cave shielded danger destroyed traveling spectacular landscape croods discover incredible new world filled fantastic creatures outlook changed forever adventure animation comedy family fantasy stoneage daughter father prehistoric ancientworld fatherdaughterrelationship family cavemen aftercreditsstinger duringcreditsstinger nicolascage emmastone ryanreynolds chrissanders
2395,asterix at the olympic games,astérix obélix win olympic games order help friend alafolix marry princess irina portrayed supermodel vanessa hessler brutus benoît poelvoorde uses trick book team win game rid father julius caesar alain delon process fantasy adventure comedy family competition greece colosseum olympicgames emperor magic horse roman wildboar governance galier cloviscornillac gérarddepardieu franckdubosc thomaslangmann
12100,windtalkers,joe enders gung ho marine assigned protect windtalker navajo indians relay messages world war ii spoken language indecipherable japanese code breakers drama action history war japan worldwarii radiotransmission marinecorps code navajo pacificwar nicolascage adambeach peterstormare johnwoo
290595,the huntsman: winter's war,evil sisters prepare conquer land renegades eric huntsman aided snow white defeating ravenna snowwhite huntsman forbidden lover sara set stop action adventure drama witch magic fairytale snowwhite huntsman chrishemsworth charlizetheron emilyblunt cedricnicolas troyan
98566,teenage mutant ninja turtles,city needs heroes darkness settled new york city shredder evil foot clan iron grip police politicians future grim unlikely outcast brothers rise sewers discover destiny teenage mutant ninja turtles turtles work fearless reporter april wise cracking cameraman vern fenwick save city unravel shredder diabolical plan sciencefiction action adventure fantasy comedy martialarts terrorist hero mutation van turtle vigilante superhero basedoncomicbook ninja newyorkcity sewer reboot scienceexperiment 3d meganfox willarnett williamfichtner jonathanliebesman
49047,gravity,dr ryan stone brilliant medical engineer shuttle mission veteran astronaut matt kowalsky command flight retiring seemingly routine spacewalk disaster strikes shuttle destroyed leaving stone kowalsky completely tethered spiraling blackness space deafening silence tells lost link earth chance rescue fear turns panic gulp air eats away little oxygen left way home terrifying expanse space sciencefiction thriller drama spacemission loss space astronaut trappedinspace sandrabullock georgeclooney edharris alfonsocuarón
9619,dante's peak,volcanologist harry dalton comes sleepy town dante peak investigate recent rumblings dormant volcano burg named long worst fears realized massive eruption hits immediately harry mayor townspeople find fighting lives amid catastrophic nightmare action adventure thriller helicopter smalltown mayor evacuation motel lava volcano cabin lovers naturaldisaster partnership volcanologist rescue explosion scientist seismograph volcaniceruption rowboat catastrophe acid countyfair abandonedmine volcanicash piercebrosnan lindahamilton jamierenéesmith rogerdonaldson
308531,teenage mutant ninja turtles: out of the shadows,supervillain shredder escapes custody joins forces mad scientist baxter stockman dimwitted henchmen bebop rocksteady unleash diabolical plan world turtles prepare shredder new crew find facing greater evil similar intentions notorious krang fantasy action adventure comedy brotherbrotherrelationship turtle sequel basedoncomicbook ninja rat meganfox stephenamell willarnett davegreen
166424,fantastic four,young outsiders teleport dangerous universe alters physical form shocking ways lives irrevocably upended team learn harness daunting new abilities work save earth friend turned enemy action adventure sciencefiction teleportation transformation telekinesis portal marvelcomic superhero basedoncomicbook superheroteam fantasticfour bodyhorror invisiblewoman milesteller katemara joshtrank
1593,night at the museum,chaos reigns natural history museum night watchman larry daley accidentally stirs ancient curse awakening attila hun army gladiators tyrannosaurus rex exhibits larry tries desperately museum control fighting losing battle president teddy roosevelt comes rescue action adventure comedy family fantasy museum skeleton nightshift chaos genghiskhan mayacivilization naturalhistory theodoreroosevelt dinosaur magicalobject securityguard duringcreditsstinger inanimateobjectscomingtolife benstiller jakecherry carlagugino shawnlevy
254128,san andreas,aftermath massive earthquake california rescue chopper pilot makes dangerous journey state order rescue estranged daughter action drama thriller california earthquake catastrophe disasterfilm 3d sanandreas sanandreascalifornia rescueoperation dwaynejohnson alexandradaddario carlagugino bradpeyton
714,tomorrow never dies,deranged media mogul staging international incidents pit world superpowers 007 evil mastermind adrenaline charged battle end reign terror prevent global pandemonium adventure action thriller londonengland england spy china newsbroadcast intelligence television missile manipulationofthemedia secretintelligenceservice specialcar tvstation mediatycoon navy motorcycle secretservice hamburggermany piercebrosnan jonathanpryce michelleyeoh rogerspottiswoode
2024,the patriot,proving field battle french indian war benjamin martin wants things preferring simple life farmer son gabriel enlists army defend new nation america british benjamin reluctantly returns old life protect son drama history war action rebel southernusa lossofson martialarts general lossoffamily passion insurgence french daughter southcarolina british basedontruestory gore mission melgibson heathledger joelyrichardson rolandemmerich
163,ocean's twelve,danny ocean reunites old flame rest merry band thieves carrying huge heists rome paris amsterdam europol agent hot heels thriller crime sequel fabergéegg dutcheastindiancompany second goldenegg goon georgeclooney bradpitt catherinezeta jones stevensoderbergh
787,mr. & mrs. smith,years vanilla wedded bliss ordinary suburbanites john jane smith stuck huge rut unbeknownst coolly lethal highly paid assassins working rival organisations discover target secret lives collide spicy explosive mix wicked comedy pent passion nonstop action high tech weaponry action comedy drama thriller bomb assassin secretidentity secret assaultrifle gun marriedcouple hitman decoy marriagecrisis marriage job dysfunctionalmarriage gunfight bulletwound angelinajolie bradpitt vincevaughn dougliman
262500,insurgent,beatrice prior confront inner demons continue fight powerful alliance threatens tear society apart adventure sciencefiction thriller basedonnovel revolution dystopia sequel dystopicfuture youngadult 3d divergent shailenewoodley theojames katewinslet robertschwentke
2567,the aviator,biopic depicting life filmmaker aviation pioneer howard hughes 1927 1947 time successful film producer aviation magnate simultaneously growing unstable severe obsessive compulsive disorder drama ladykiller pilot biography womanizer aviation phobia flyingboat testflight leonardodicaprio cateblanchett katebeckinsale martinscorsese
38745,gulliver's travels,travel writer lemuel gulliver takes assignment bermuda ends island liliput towers tiny citizens comedy journalist forbiddenlove princess royalcourt 3d jackblack amandapeet emilyblunt robletterman
40805,the green hornet,britt reid seth rogen heir largest newspaper fortune los angeles spoiled playboy far happy lead aimless life father tom wilkinson dies britt meets kato jay chou resourceful company employee realizing talent resources lives britt kato join forces costumed crime fighters bring city powerful criminal chudnofsky christoph waltz action crime comedy bomb martialarts assassin vandalism nightclub training knife party playboy superhero revenge trap violence kato carchase methlab sethrogen jaychou christophwaltz michelgondry
